# Donnees Temperature / Voltage (calibr�)
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
-242.02,200.00
